steps,rewards,times
0,-50.0,2023-05-12 12:52:37.919268
45000,-50.0,2023-05-12 14:08:04.112767
90000,-47.5,2023-05-12 15:32:35.285270
135000,-50.0,2023-05-12 16:57:55.079767
180000,-50.0,2023-05-12 18:24:05.399770
225000,-50.0,2023-05-12 19:51:21.952768
270000,-50.0,2023-05-12 21:19:18.693266
0,-50.0,2023-05-12 22:41:18.425773
0,-50.0,2023-05-12 22:57:26.172273
0,-50.0,2023-05-12 22:59:24.091273
