steps,rewards,times
0,-50.0,2023-05-02 12:23:51
45000,-42.4,2023-04-09 12:44:00
90000,-50.0,2023-05-02 13:05:00
135000,-45.0,2023-05-02 13:26:00
180000,-45.0,2023-05-02 13:47:00
225000,-50.0,2023-05-02 14:08:00
270000,-44.7,2023-05-02 14:29:00
315000,-35.9,2023-05-02 14:50:00
360000,-40.0,2023-05-02 15:11:00
405000,-50.0,2023-05-02 15:32:00
450000,-40.0,2023-05-02 15:53:00
495000,-48.4,2023-05-02 16:14:00
540000,-40.0,2023-05-02 16:35:00
585000,-50.0,2023-05-02 16:56:00
630000,-50.0,2023-05-02 17:17:00
675000,-50.0,2023-05-02 17:38:00
720000,-45.0,2023-05-02 17:59:00
765000,-45.0,2023-05-02 18:20:00
810000,-45.0,2023-05-02 18:41:00
855000,-50.0,2023-05-02 18:02:00
900000,-50.0,2023-05-02 18:23:00
945000,-50.0,2023-05-02 18:44:00
990000,-50.0,2023-05-02 19:05:00
1035000,-45.0,2023-05-02 19:26:00
1080000,-40.0,2023-05-02 19:47:00
1125000,-50.0,2023-05-02 20:08:00
1170000,-50.0,2023-05-02 20:29:00
1215000,-50.0,2023-05-02 20:50:00
1260000,-45.0,2023-05-02 21:11:00
1305000,-50.0,2023-05-02 21:32:00
1350000,-50.0,2023-05-02 21:53:00
1395000,-50.0,2023-05-02 22:14:00
1440000,-50.0,2023-05-02 22:35:00
1485000,-50.0,2023-05-02 22:56:00
1530000,-45.0,2023-05-02 23:17:00
1575000,-50.0,2023-05-02 23:38:00
1620000,-50.0,2023-05-02 23:59:00
1665000,-45.0,2023-05-03 00:20:00
1710000,-50.0,2023-05-03 00:41:00
1755000,-45.0,2023-05-03 01:02:06
1800000,-50.0,2023-05-03 01:23:27
1845000,-50.0,2023-05-03 01:44:00
1890000,-50.0,2023-05-03 02:05:06
1935000,-45.0,2023-05-03 02:26:27
1980000,-45.0,2023-05-03 02:47:00
2025000,-50.0,2023-05-03 03:08:00
2070000,-50.0,2023-05-03 03:29:00
2115000,-48.9,2023-05-03 03:50:00
2160000,-45.0,2023-05-03 04:11:06
2205000,-50.0,2023-05-03 04:32:27
2250000,-45.0,2023-05-03 04:53:00
2295000,-50.0,2023-05-03 05:14:06
2340000,-44.4,2023-05-03 05:35:27
2385000,-45.0,2023-05-03 05:56:00
2430000,-50.0,2023-05-03 06:17:06
2475000,-40.0,2023-05-03 06:38:27
2520000,-49.2,2023-05-03 06:59:00
2565000,-45.0,2023-05-03 07:20:06
2610000,-42.8,2023-05-03 07:41:27
2655000,-45.0,2023-05-03 08:02:00
2700000,-50.0,2023-05-03 08:23:06
2745000,-30.0,2023-05-03 08:44:27
2790000,-45.0,2023-05-03 09:05:00
2835000,-50.0,2023-05-03 09:26:06
2880000,-50.0,2023-05-03 09:47:27
2925000,-50.0,2023-05-03 10:08:00
2970000,-50.0,2023-05-03 10:29:06
3015000,-50.0,2023-05-03 10:50:27
3060000,-40.0,2023-05-03 11:11:00
3105000,-50.0,2023-05-03 11:32:06
3150000,-50.0,2023-05-03 11:53:27
